name,ean,category,subcategory,price_gross,price_net,price_tax
Driessen Serranoham 80gr,,Slagerij,Vleeswaren,3.59,3.29,0.3
Driessen Spareribs gegaard 1000 gram,24456500052061,Slagerij,Voorgegaard Vlees,10.99,10.08,0.91
Dr. Oetker Backin Bakpoeder 5 x16g,5410231103404,Bakken,Bak- & Kookingrediënten,0.59,0.54,0.05
Dr. Oetker Bistro Baguette Champignon 2 st 250g,4001724420101,Maaltijden en Gemak,Diepvries Pizza,1.79,1.64,0.15
Dr. Oetker Bistro Baguette Salame 2 st 250g,4001724420002,Maaltijden en Gemak,Diepvries Pizza,1.79,1.64,0.15
Dr. Oetker Bistro Tart Ham & Crème Fraîche 265g,4001724008200,Maaltijden en Gemak,Diepvries Pizza,2.99,2.74,0.25
Dr. Oetker Brownies Choco 360g,8710466302328,Bakken,Bak- & Kookingrediënten,1.79,1.64,0.15
Dr. Oetker Casa di Mama Prosciutto Funghi 405g,4001724619109,Maaltijden en Gemak,Diepvries Pizza,2.99,2.74,0.25
Dr. Oetker Gist Instant 3 st 7g,8710466017024,Bakken,Bak- & Kookingrediënten,0.99,0.91,0.08
Dr. Oetker Koopmans Zelfrijzend Bakmeel 500g,8710466266927,Bakken,Bak- & Kookingrediënten,0.99,0.91,0.08
Dr. Oetker Professional Vanillesuiker met Bourbon vanille 750g,5701073031063,Bakken,Bak- & Kookingrediënten,12.9,11.83,1.07
Dr. Oetker Ristorante Pizza Funghi 365gr,4001724819103,Maaltijden en Gemak,Diepvries Pizza,2.39,2.19,0.2
Dr. Oetker Ristorante Pizza Hawaii 355gr,4001724819608,Maaltijden en Gemak,Diepvries Pizza,2.39,2.19,0.2
Dr. Oetker Ristorante Pizza Mozzarella 355gr,4001724819806,Maaltijden en Gemak,Diepvries Pizza,2.59,2.38,0.21
Dr. Oetker Ristorante Pizza Quattro Formaggi 365gr,4001724818908,Maaltijden en Gemak,Diepvries Pizza,2.49,2.28,0.21
Dr. Oetker Ristorante Pizza Tonno 355g,4001724819301,Maaltijden en Gemak,Diepvries Pizza,2.49,2.28,0.21
Drogheria & Alimentari Himalaya Zout 90g (Italië),8000505002433,"Olie, Sauzen & Specerijen",Kruiden,2.29,2.1,0.19
Venco Dropmix gemengd 475g,8714200216261,Snoep & Chips,Drop,1.99,1.83,0.16
Venco Dropmix Zacht & Zoet 475g,8714200216445,Snoep & Chips,Snoep,1.99,1.83,0.16
Druiven Mix Pitloos 500g,8718546539534,Fruit & Groente,Vers fruit,2.49,2.28,0.21
Druiven Rood Pitloos 500g,8718546539404,Fruit & Groente,Vers fruit,2.39,2.19,0.2
Druiven Wit Pitloos 500g,6222012399895,Fruit & Groente,Vers fruit,2.39,2.19,0.2
Huggies DryNites® Absorberende Nachtbroekjes Boys - 4 tot 7 Jaar 10st,5029053527574,Baby,Luiers,7.19,6.6,0.59
Duca Kipnuggets De Luxe 250gr,8717774020494,Diepvries,Frites en snacks,2.99,2.74,0.25
Duca Tsingtao Mini Loempia's 900g,8717774020302,Gezondheid & fitness,Snacks,4.89,4.49,0.4
Duca Vietnamese Loempia's 6 st 282g,8717774020555,Diepvries,Frites en snacks,2.99,2.74,0.25
Dumil Boterhamzakjes 150st 19x26 cm,8713815102013,Huishouden,Keuken,0.69,0.63,0.06
Duo Penotti Hazelnoot & Vanille 400g,3081102,Ontbijt,Zoet broodbeleg,2.49,2.28,0.21
Red Band Duo Winegums 166g,8713800119040,Snoep & Chips,Snoep,0.99,0.91,0.08
Dupont Brie 60% 200g,5410834503168,Kaas,Borrelkaas,2.29,2.1,0.19
Dupont Galbani Ricotta 250g,8000430194012,Kaas,Roomkaas,2.39,2.19,0.2
Durex Classic Natural 12st,5010232968424,Drogisterij & Cosmetica,Intimiteit,10.79,9.9,0.89
Durex Classic Natural Voordeelverpakking Condooms 20st,5052197045154,Drogisterij & Cosmetica,Intimiteit,12.9,11.83,1.07
Durex Condoom Classic Jeans 12st,5410036305324,Drogisterij & Cosmetica,Intimiteit,12.99,11.92,1.07
Durex Condooms Performance 10st,5410036305591,Drogisterij & Cosmetica,Intimiteit,12.99,11.92,1.07
Durex Extra Safe Condooms Maxi Pack 20st,5052197045185,Drogisterij & Cosmetica,Intimiteit,14.99,13.75,1.24
Durex Feeling Sensitive 56mm 24st,5038483363249,Drogisterij & Cosmetica,Intimiteit,17.9,16.42,1.48
Durex Orgasm Intense Condooms 10st,3059948001478,Drogisterij & Cosmetica,Intimiteit,14.99,13.75,1.24
Durex Real Feel Maxi Pack Condooms 20st,5410036305478,Drogisterij & Cosmetica,Intimiteit,13.99,12.83,1.16
Dutch Bakery Brabantse Worstenbroodjes 4 st 280g (Netherlands),8719089006057,Bakkerij,Afbakbroodjes,1.89,1.73,0.16
Dutch Bakery Delicious Butter Croissants 4 st 180g (Netherlands),8719089004763,Bakkerij,Afbakbroodjes,1.89,1.73,0.16
Dutch Bakery Frans Stokbrood 220g (Netherlands),8719089004725,Bakkerij,Afbakbroodjes,0.99,0.91,0.08
Dutch Bakery Hartige Saucijzenbroodjes 4 st 280g (Netherlands),8719089006064,Bakkerij,Afbakbroodjes,1.59,1.46,0.13
Dutch Bakery Meergranen Triangels 2 st 180g (om zelf af te bakken),8719089005814,Bakkerij,Afbakbroodjes,1.19,1.09,0.1
DB Rustieke Speltbroodjes 4 st 300g (om zelf af te bakken),8719089004848,Bakkerij,Afbakbroodjes,1.99,1.83,0.16
Dutch Bakery The Bakery Ciabatta 250g  (om zelf af te bakken),8719089004749,Bakkerij,Afbakbroodjes,1.29,1.18,0.11
Duyvis Borrelnootjes Oriental 275g,8710398517340,Snoep & Chips,Noten,1.99,1.83,0.16
Duyvis Borrelnootjes Provençale 45g,8710398169686,Snoep & Chips,Noten,0.79,0.72,0.07
Duyvis Gemengde Noten Gezouten 1000g,8710414047110,Snoep & Chips,Noten,14.99,13.75,1.24
Duyvis Mixups Notenmix Provencale 175g,8710398516831,Snoep & Chips,Noten,1.99,1.83,0.16
Duyvis Noten Amandelen & Cashews Paprika 125g,8710398159014,Snoep & Chips,Noten,1.99,1.83,0.16
Duyvis Noten Cashews Zeezout 125g,8710398159038,Snoep & Chips,Noten,2.39,2.19,0.2
Duyvis Ongezouten Amandelen 125g,8710398507365,Snoep & Chips,Noten,1.89,1.73,0.16
Duyvis Ongezouten Noten Mix Met Cranberry 125g,8710398507327,Snoep & Chips,Noten,1.99,1.83,0.16
Duyvis Ongezouten Walnoten Mix 125g,8710398509031,Snoep & Chips,Noten,2.59,2.38,0.21
Duyvis Oven Roasted Amandelen 125g,8710398159335,Snoep & Chips,Noten,1.99,1.83,0.16
Duyvis Oven Roasted Gezouten Cashews 125g,8710398157621,Snoep & Chips,Noten,2.09,1.92,0.17
Duyvis Oven Roasted Japanse Borrel Mix 130g,8710398507389,Snoep & Chips,Noten,1.79,1.64,0.15
Duyvis Oven Roasted Noten Mix 125g,8710398157614,Snoep & Chips,Noten,1.99,1.83,0.16
Duyvis Oven roasted peanuts salted 225g,8710398156235,Snoep & Chips,Noten,1.89,1.73,0.16
Duyvis Pinda's Gezouten 60g,8710398169662,Snoep & Chips,Noten,0.79,0.72,0.07
Duyvis Pinda's Ongezouten 235g,8710398159298,Snoep & Chips,Noten,1.79,1.64,0.15
Duyvis Tijgernootjes Bacon Kaas 1000g,8710414047400,Snoep & Chips,Noten,7.49,6.87,0.62
Duyvis Tijgernootjes Fiesta Paprika 275g,8710398517524,Snoep & Chips,Noten,1.99,1.83,0.16
Eat Me Avocado Ready to Eat 1st,8711576140497,Fruit & Groente,Vers fruit,1.19,1.09,0.1
Eat Me Baby Mais 125g,8717662029158,Fruit & Groente,Verse Groenten,2.29,2.1,0.19
Eat Me Avocado Bio Ready to Eat 2st,8718963183327,Fruit & Groente,Vers fruit,2.59,2.38,0.21
Eat Me Bonen Haricots 250g,6161110250557,Fruit & Groente,Verse Groenten,1.99,1.83,0.16
Eat Me Bos Groene Asperges 450g,8435409322644,Fruit & Groente,Verse Groenten,4.79,4.39,0.4
Eat Me Gember 150g,6771930109845,Fruit & Groente,Verse Groenten,0.99,0.91,0.08
Eat Me Granaatappel 1st,8718309862046,Fruit & Groente,Vers fruit,1.99,1.83,0.16
Eat Me Groene Pepers 100g,8718963045939,Fruit & Groente,Verse Groenten,1.49,1.37,0.12
Eat Me Mango 1st (ready to eat),8718963220176,Fruit & Groente,Vers fruit,1.79,1.64,0.15
Eat Me Passievrucht Verpakt 5st,8718963077114,Fruit & Groente,Vers fruit,3.49,3.2,0.29
Eat Me Physalis 100g,8713128213444,Fruit & Groente,Vers fruit,1.89,1.73,0.16
Eat Me Rode Pepers 100g,8718963004325,Fruit & Groente,Verse Groenten,1.49,1.37,0.12
Eat Me Schone Peulen 250g,8718836081125,Fruit & Groente,Verse Groenten,2.39,2.19,0.2
Eat Natural Notenreep Amandel & Abrikoos met een Yoghurtlaagje 50g,50663569,Snoep & Chips,Mueslirepen & gezonde snacks,1.29,1.18,0.11
"Eat Natural Notenreep met Chocolade, Pinda's & Cranberries 45g",50663828,Snoep & Chips,Mueslirepen & gezonde snacks,1.29,1.18,0.11
Eat Natural Notenreep Paranoot & Sultanarozijn met Pinda's & Amandelen 50g,50676262,Snoep & Chips,Mueslirepen & gezonde snacks,1.29,1.18,0.11
Eat Natural Notenreep Protein Packed met Pinda's & Chocolade 45g,96103890,Snoep & Chips,Mueslirepen & gezonde snacks,0.99,0.91,0.08
"Eat Natural Notenreep Simply Vegan met Kokosnoot, Pinda's & chocolade 45g",5013803001124,Snoep & Chips,Mueslirepen & gezonde snacks,1.39,1.28,0.11
"Eat Natural Super Granola Amandelen, Zaden & Honing 400g",5013803000110,Ontbijt,Cornflakes & Granen,3.89,3.57,0.32
Bolletje Echte Beschuit 13st,8710482533706,Bakkerij,Crackers & beschuit,1.19,1.09,0.1
Ehrmann Grand Dessert Chocolade 190g (Netherlands),4002971253009,Zuivel & Eieren,Desserts,0.79,0.72,0.07
Ehrmann Grand Dessert Vanille 190g (Netherlands),4002971253108,Zuivel & Eieren,Desserts,0.69,0.63,0.06
Emmi Chalet Fondue 400g,7610900249497,Kaas,Gegrilde & Ovenkaas,4.69,4.3,0.39
Quaker Energymix 4 Granen 450g,3082082,Ontbijt,Cornflakes & Granen,2.89,2.65,0.24
Venco Engelse Drop Eurolijn 127g,8714200208396,Snoep & Chips,Drop,0.99,0.91,0.08
ERU Crème de Brie 120g,87187656,Kaas,Zachte kaas,1.69,1.55,0.14
ERU Goudkuipje Naturel 100g,87187359,Kaas,Zachte kaas,0.99,0.91,0.08
Citadelle Esdoorn siroop 189ml,3024090201892,Bakken,Bak- & Kookingrediënten,5.99,5.5,0.49
"Evian Mineraalwater 0,5L",3068320124537,Drankjes,Water,0.69,0.63,0.06
"Evian Mineraalwater 1,5L",3068320120317,Drankjes,Water,1.19,1.09,0.1
Fairtrade Original Hagelslag Melk 380g,8711741356531,Ontbijt,Zoet broodbeleg,2.29,2.1,0.19
Fairtrade Original Thaise Gele Curry 70g,8711741353073,"Olie, Sauzen & Specerijen",Kruiden,1.49,1.37,0.12
Fairtrade Original Thaise Groene Curry 70g,8711741353646,"Olie, Sauzen & Specerijen",Kruiden,1.49,1.37,0.12
Fairtrade Original Thaise Rode Curry 70g,,"Olie, Sauzen & Specerijen",Kruiden,1.49,1.37,0.12
"Fanta Orange 0,33L",5449000011527,Drankjes,Frisdranken,0.69,0.63,0.06
Fanta Orange 1L,5000112646122,Drankjes,Frisdranken,1.69,1.55,0.14
"Fanta Zero Exotic 0,33L",5449000276865,Drankjes,Frisdranken,0.69,0.63,0.06
"Fanta Zero Orange 0,33L",5449000120960,Drankjes,Frisdranken,0.69,0.63,0.06
Farm Brothers Brownie Almond Koekjes 150g,8719327062692,Snoep & Chips,Koekjes,2.99,2.74,0.25
Farm Brothers Chocolade Zeezout Koekjes 150g,8719327032626,Snoep & Chips,Koekjes,2.99,2.74,0.25
Farm Brothers Gember Citroen Koekjes 150g,8719327032640,Snoep & Chips,Koekjes,2.99,2.74,0.25
Farm Finest Frites Voorgebakken diepbevroren frites in zonnebloemolie 2kg,,Maaltijden en Gemak,Friet en Snacks ,4.89,4.49,0.4
Farmland Baguette 2 Stuks 350 g,4034900036780,Bakkerij,Afbakbroodjes,1.39,1.28,0.11
Fernandes Cherry Bouquet 330 ml Blik,8710642045162,Drankjes,Frisdranken,0.99,0.91,0.08
Fernandes Green Punch 330 ml Blik,8710642045063,Drankjes,Frisdranken,0.99,0.91,0.08
Fernandes Super Pineapple 330 ml Blik,8710642045360,Drankjes,Frisdranken,0.99,0.91,0.08
Ferrero Rocher 16 st 200g,8000500003787,Snoep & Chips,Chocolade,4.99,4.58,0.41
Ferrero Rocher 8 st 100g,8000500192801,Snoep & Chips,Chocolade,2.99,2.74,0.25
"Fever-Tree Aromatic Tonic 4 x 0,2L",5060108451208,Drankjes,Bittere dranken,5.99,5.5,0.49
"Fever-Tree Elderflower Tonic 4 x 0,2L",5060108450850,Drankjes,Bittere dranken,5.99,5.5,0.49
"Fever-Tree Gingerale 4 x 0,2L",5060108450096,Drankjes,Bittere dranken,5.99,5.5,0.49
"Fever-Tree Gingerbeer 4 x 0,2L",5060108450355,Drankjes,Bittere dranken,5.79,5.31,0.48
"Fever-Tree Indian Tonic 4 x 0,2L",5060108450010,Drankjes,Bittere dranken,5.99,5.5,0.49
"Fever-Tree Light Tonic 4 x 0,2L",5060108450232,Drankjes,Bittere dranken,5.79,5.31,0.48
"Fever-Tree Mediterranean Tonic 4 x 0,2L",5060108450515,Drankjes,Bittere dranken,5.99,5.5,0.49
"Fever-Tree Tonic  Clementine & Cinnamon 4 x 0,2L",5060108451178,Drankjes,Bittere dranken,5.99,5.5,0.49
Koopmans Fijne Cake 400g,8710466299628,Bakken,Bakmixen,1.59,1.46,0.13
Fijne Suiker 1000g,4337182010425,Bakken,Suiker,0.89,0.82,0.07
Fine Food Finestro Hazelino's 2st (Netherlands),2269320000000,Bakkerij,Cake & gebak,3.79,3.48,0.31
Fine Life Rundvleeskroket 12 st 120g,8711923504880,Diepvries,Frites en snacks,6.99,6.41,0.58
Fine Life Appelkruimelvlaai Half 1st (Netherlands),,Bakkerij,Cake & gebak,3.49,3.2,0.29
Fine Life Kaas-Uienbollen 4st,,Bakkerij,Broodjes,1.89,1.73,0.16
Zine Life Lasagne bolognese 400 gram,4304218414168,Maaltijden en Gemak,Maaltijden,2.79,2.56,0.23
Fine Life Stokbrood Wit 400g,2249104002390,Bakkerij,Brood,1.39,1.28,0.11
Fine Life Suikerbrood 400g,,Bakkerij,Brood,1.79,1.64,0.15
Fine Life Witte Bollen 12st,,Bakkerij,Broodjes,1.79,1.64,0.15
Fine Life Witte Bollen 6st,,Bakkerij,Broodjes,1.29,1.18,0.11
I'm Fruity Ananas Mango Sap 250ml,,Drankjes,Verse Sappen,1.99,1.83,0.16
Flespompoen 1st,8713807000709,Fruit & Groente,Verse Groenten,1.49,1.37,0.12
I'm Fruity Sinaasappel Aardbei sap 250ml,8718096110627,Drankjes,Verse Sappen,1.99,1.83,0.16
I'm Fruity Sinaasappel Sap 250ml,8718096110580,Drankjes,Verse Sappen,1.99,1.83,0.16
Flying Goose Sriracha Saus 455ml,8853662056791,"Olie, Sauzen & Specerijen",Sauzen,4.49,4.12,0.37
Frambozen 125g,8713893125034,Fruit & Groente,Vers fruit,2.79,2.56,0.23
Frank's RedHot Original 148 ml,41500888125,"Olie, Sauzen & Specerijen",Overige Sauzen,1.99,1.83,0.16
Kühne Franse Mosterd Mild 250ml (Duitsland),40198200,"Olie, Sauzen & Specerijen",Snacksauzen,1.19,1.09,0.1
"Franziskaner Weissbier 0.0% 0,5L (Germany)",4072700802525,Alcohol,Alcoholvrij bier,1.89,1.73,0.16
Frietboutique Verse Friet 400g,,Maaltijden en Gemak,Maaltijden,4.99,4.58,0.41
Bonduelle Frisse Sperziebonen 212ml,3083680602440,Fruit & Groente,Groenten in blik,0.99,0.91,0.08
Fristi Rood 0% 1L,5410438040779,Zuivel & Eieren,Melkdranken,1.49,1.37,0.12
"Fristi Rood 0,25L",87124910,Zuivel & Eieren,Melkdranken,0.99,0.91,0.08
Funcakes Mix voor cupcakes 1000g,8718274810554,Bakken,Bak- & Kookingrediënten,4.99,4.58,0.41
"Fuze Black Tea Peach 0,4L",5449000232465,Drankjes,Ijsthee,1.05,0.96,0.09
"Fuze Black Tea Peach Hibiscus 0,4L",5449000237972,Drankjes,Ijsthee,1.05,0.96,0.09
"Fuze Blueberry Jasmin 0,4L",54012141,Drankjes,Ijsthee,1.19,1.09,0.1
"Fuze Green Tea 0,4L",5449000238740,Drankjes,Ijsthee,1.05,0.96,0.09
"Fuze Green Tea Mango Chamomille 0,25L",5449000119285,Drankjes,Ijsthee,0.69,0.63,0.06
Galbani Mascarpone Kaas 500g,8000430171013,Kaas,Roomkaas,4.99,4.58,0.41
Galbani Mozzarella 125g,8000430133035,Kaas,Mozzarella & Feta,1.49,1.37,0.12
Galbani Mozzarella di Latte di Bufala 125g,8000430900231,Kaas,Mozzarella & Feta,2.79,2.56,0.23
Galbani Mozzarella di Latte di Bufala Mini 150g,8000430133172,Kaas,Mozzarella & Feta,2.99,2.74,0.25
Galbani Mozzarella Mini 150g,8000430132267,Kaas,Mozzarella & Feta,1.89,1.73,0.16
Galia Meloen 1st,4000007072570,Fruit & Groente,Vers fruit,1.79,1.64,0.15
García Baquera Iberico cheese 45 days 200g,8412289002644,Kaas,Plakken kaas,2.99,2.74,0.25
Garlan Verse-Roomkaas met Kruiden 70+ 150g,5760466739924,Kaas,Roomkaas,0.69,0.63,0.06
Johma Garnalensalade MSC 175g,8710506060737,Ontbijt,Belegsalades,2.99,2.74,0.25
Mozzarella di Bufala Campana 250g,8027480017061,Kaas,Mozzarella & Feta,4.39,4.03,0.36
Friesche Vlag Gecondenseerde Volle Melk met Suiker 397g,8716200601634,Zuivel & Eieren,Koffiemelk,1.99,1.83,0.16
Gerookte Spekreepjes 200g (Netherlands),5400151051695,Slagerij,Vleeswaren,2.99,2.74,0.25
HAK Gesneden Bladspinazie 710ml,8720600610080,Fruit & Groente,Groenten in blik,2.29,2.1,0.19
Aarts Gestoofde Peertjes 580g,3083071,Fruit & Groente,Fruit in blik,2.49,2.28,0.21
Gewassen Lollo Rosso 250g,8717953219800,Fruit & Groente,Salade,2.49,2.28,0.21
Gewassen Red Chard 125g,,Fruit & Groente,Salade,1.59,1.46,0.13
Gewassen Spinazie 300g,8714745502102,Fruit & Groente,Verse Groenten,1.79,1.64,0.15
Gewassen Spruiten 350g,8710401991570,Fruit & Groente,Verse Groenten,2.99,2.74,0.25
Gewassen Veldsla 100g,8714745502997,Fruit & Groente,Salade,1.79,1.64,0.15
Villa Grimelli Glaze Witte Truffel 250ml,8032754438213,"Olie, Sauzen & Specerijen",Olie & Azijn,3.99,3.66,0.33
Barilla Glutenfree Fusilli Pasta 400g (Italië),8076809545464,"Pasta, Rijst & Granen",Pasta,2.49,2.28,0.21
Barilla Glutenfree Penne Rigatta Pasta 400g (Italië),8076809545457,"Pasta, Rijst & Granen",Pasta,2.49,2.28,0.21
Barilla Glutenfree Spaghetti Pasta 400g (Italië),8076809545440,"Pasta, Rijst & Granen",Pasta,2.49,2.28,0.21
Barilla Glutenfree Tagliatella Pasta 300g (Italië),8076809571586,"Pasta, Rijst & Granen",Pasta,2.49,2.28,0.21
Barilla Gnocchi no. 85 500g (Italië),8076802085851,"Pasta, Rijst & Granen",Pasta,1.79,1.64,0.15
Unox Good Noodles Rund 70g,8710604791038,Maaltijden en Gemak,Convenience,0.99,0.91,0.08
Unox Good Pasta Bolognese 68g,8714100826492,Maaltijden en Gemak,Convenience,1.69,1.55,0.14
Unox Good Pasta Carbonara 71g,8712566365166,Maaltijden en Gemak,Convenience,1.69,1.55,0.14
Unox Good Pasta Romige Kaassaus 69g,8714100829769,Maaltijden en Gemak,Convenience,1.69,1.55,0.14
Unox Good Pasta Tomaat 69g,8714100668269,Maaltijden en Gemak,Convenience,1.69,1.55,0.14
Go-Tan Original Sweet Chillisaus 500ml,8710605021011,"Olie, Sauzen & Specerijen",Sauzen,3.29,3.02,0.27
Go-Tan Thai Cassave 70g,8710605046366,Snoep & Chips,Chips,0.89,0.82,0.07
Gotjé Amandel smokehouse 200g,8714397824454,Snoep & Chips,Noten,2.79,2.56,0.23
Gotjé boevenmix 200g,8714397830431,Snoep & Chips,Noten,2.49,2.28,0.21
Gotjé Borrelcups gemengde noten ongezout 150g,8714397832619,Snoep & Chips,Noten,3.49,3.2,0.29
Gotjé Borrelcups gemengde noten zout 150g,8714397832589,Snoep & Chips,Noten,3.49,3.2,0.29
Gotjé gemengde noten zout 200g,8714397500204,Snoep & Chips,Noten,3.29,3.02,0.27
Gotjé honey hotmix 200g,8714397881235,Snoep & Chips,Noten,2.49,2.28,0.21
Gotjé Pistaches in dop zout 200g,8714397500600,Snoep & Chips,Noten,4.49,4.12,0.37
Gotjé studentenhaver gebrand 200g,8714397500365,Snoep & Chips,Noten,2.49,2.28,0.21
Gouda Extra Belegen 48+ kaas 2 plakken,8718444726913,Kaas,Plakken kaas,0.89,0.82,0.07
Goudse Kaas Jong Belegen 48+ Plakken 500g (Netherlands),8711576274369,Kaas,Plakken kaas,4.99,4.58,0.41
Grana Padano DOP 16 maanden 250g,4337182060031,Kaas,Harde kaas & Geraspte kaas,4.99,4.58,0.41
Grand'Italia Macaroni Tradizionali 500g,8000050026199,"Pasta, Rijst & Granen",Pasta,1.29,1.18,0.11
Grand'Italia Penne Volkoren 500g,8000050831205,"Pasta, Rijst & Granen",Pasta,1.69,1.55,0.14
Grand'Italia Spaghetti Volkoren 500g,8000050831304,"Pasta, Rijst & Granen",Pasta,1.69,1.55,0.14
Appel Granny Smith 1st,2800530000000,Fruit & Groente,Vers fruit,0.59,0.54,0.05
Eat Natural Granola Absolutely Nuts 450g,5013803000493,Ontbijt,Cornflakes & Granen,3.99,3.66,0.33
Quaker Granola Noten 350g,3082069,Ontbijt,Cornflakes & Granen,2.89,2.65,0.24
Grapefruit Rood 1st,8435409328707,Fruit & Groente,Vers fruit,0.89,0.82,0.07
Griekse Yoghurt 10% Vet 500g,8717948145053,Zuivel & Eieren,Kwark & Yoghurt,1.29,1.18,0.11
Grif Conference Peer 1st,8713893015038,Fruit & Groente,Vers fruit,0.49,0.45,0.04
Groene Paprika 1st,,Fruit & Groente,Verse Groenten,0.99,0.91,0.08
Knorr Groene Pepperroomsaus 30g,8711200384709,"Olie, Sauzen & Specerijen",Overige Sauzen,1.29,1.18,0.11
Bonduelle Groenteconserven Edamame Bonen 2 Mini Packs 160g,3083681079647,Fruit & Groente,Groenten in blik,2.19,2.01,0.18
Bonduelle Groenteconserven Kikkererwten 150g,3083681012668,Fruit & Groente,Groenten in blik,0.99,0.91,0.08
Bonduelle Groenteconserven Rode Kidneybonen Bio 310g,3083681052831,Fruit & Groente,Groenten in blik,2.19,2.01,0.18
Bonduelle Groenteconserven Witte bonen in Tomatensaus 850ml,3083680605373,Fruit & Groente,Groenten in blik,1.79,1.64,0.15
Kühne Grove Mosterd 180ml (Duitsland),40737836,"Olie, Sauzen & Specerijen",Snacksauzen,1.29,1.18,0.11
Grozette Cheese Sensation Vlokken 40+ 500g,8710551871173,Kaas,Harde kaas & Geraspte kaas,9.99,9.17,0.82
Guylan La Trufflina Cadeauverpakking 180g,5410976579014,Snoep & Chips,Chocolade,4.49,4.12,0.37
Häagen-Dazs Belgische Chocolade 460ml,3415581113716,Diepvries,Sundaes,5.79,5.31,0.48
Häagen-Dazs Cookie Dough Chip Pint 460ml,3415581154719,Diepvries,Sundaes,5.79,5.31,0.48
Häagen-Dazs Macadamia Nut Brittle Pint 460ml,3415581122015,Diepvries,Sundaes,5.79,5.31,0.48
Häagen-Dazs Strawberry Cheesecake 460ml,3415581176711,Diepvries,Sundaes,5.79,5.31,0.48
De Ruijter Hagelslag Melk 380g,8710496977695,Ontbijt,Zoet broodbeleg,1.99,1.83,0.16
HAK Appelcompote 370Ml,8720600608193,Fruit & Groente,Fruit in blik,1.99,1.83,0.16
HAK Bruine Bonen 370g,8720600612824,Fruit & Groente,Groenten in blik,1.29,1.18,0.11
HAK Bruine Bonen 720g,8720600612848,Fruit & Groente,Groenten in blik,1.69,1.55,0.14
HAK Chili Sin Carne Schotel 550Gr.,,Fruit & Groente,Groenten in blik,2.95,2.71,0.24
HAK Doperwten 210Ml.,8720600608674,Fruit & Groente,Groenten in blik,1.39,1.28,0.11
HAK Tuinboontjes 710G.,8720600611049,Fruit & Groente,Groenten in blik,2.79,2.56,0.23
Friesche Vlag Halvamel Koffiemelk 455ml,8712800102403,Zuivel & Eieren,Koffiemelk,1.29,1.18,0.11
Hansaplast Classic 2 m x 6 cm 2m,4005800027208,Drogisterij & Cosmetica,Gezondheid,3.99,3.66,0.33
Hansaplast Elastic 1 m x 6 cm 1m,4005800175343,Drogisterij & Cosmetica,Gezondheid,2.69,2.47,0.22
Hansaplast Family Pack 40st,4005800091537,Drogisterij & Cosmetica,Gezondheid,2.99,2.74,0.25
Hansaplast Sensitive Hypoallergeen 20st,4005800175435,Drogisterij & Cosmetica,Gezondheid,3.59,3.29,0.3
Hansaplast Sport Tape 1m,4005800247873,Drogisterij & Cosmetica,Gezondheid,5.99,5.5,0.49
Happy Bakers Glutenvrij Wit Brood 1st (Netherlands),,Bakkerij,Brood,3.99,3.66,0.33
Happy Moments 48 st 48st,8000500322994,Snoep & Chips,Koekjes,5.99,5.5,0.49
Haribo Happy-Cola 500g,4001686315682,Snoep & Chips,Snoep,2.49,2.28,0.21
Haribo Happy Peaches Share Size Value Pack 400g,4001686380017,Snoep & Chips,Snoep,1.99,1.83,0.16
Haribo Kikkers Share Size 500g,4001686473160,Snoep & Chips,Snoep,2.49,2.28,0.21
Haribo Kindermix Share Size 400g,4001686716564,Snoep & Chips,Snoep,1.89,1.73,0.16
Haribo Maoam MaoMix 480g,4001686580653,Snoep & Chips,Snoep,3.89,3.57,0.32
Haribo Mao Mix 70g,4001686580523,Snoep & Chips,Snoep,0.89,0.82,0.07
Haribo Starmix XL 400g,4001686727928,Snoep & Chips,Snoep,1.89,1.73,0.16
Haribo World Mix 400g,8426617127640,Snoep & Chips,Snoep,2.49,2.28,0.21
Quaker Havermout Granola Noten & Zaden 450g,3082065,Ontbijt,Cornflakes & Granen,2.69,2.47,0.22
Quaker Havermout Muesli Multivruchten 450g,3082081,Ontbijt,Cornflakes & Granen,2.29,2.1,0.19
Quaker Havermout Muesli Noten 450g,3082080,Ontbijt,Cornflakes & Granen,1.99,1.83,0.16
Heidehoning 1st,,Ontbijt,Zoet broodbeleg,6.79,6.23,0.56
"Heineken Bier 0.0% 0,3L",8712000050030,Alcohol,Alcoholvrij bier,0.69,0.63,0.06
"Heineken Bier 0.0% 6st 0,33L",8712000039981,Alcohol,Alcoholvrij bier,4.99,4.58,0.41
Heinz Tomaten Ketchup 220ml (Duitsland),8715700421605,"Olie, Sauzen & Specerijen",Snacksauzen,1.29,1.18,0.11
Heiploeg Kleine Garnalen 125g,4001417813678,Vis,Schaal & Schelpdieren,1.99,1.83,0.16
HEKS’NKAAS® Origineel 200g,8718719170151,Kaas,Borrelkaas,2.79,2.56,0.23
Hereford Corned Beef 340g,3379670012345,Slagerij,Conserven,2.49,2.28,0.21
"Hero Cassis 0,5L",8713500079620,Drankjes,Frisdranken,0.89,0.82,0.07
Hero Jam Aardbeien 340g,8713500011163,Ontbijt,Zoet broodbeleg,2.19,2.01,0.18
Hero Minder Zoet Jam Aardbeien 295g,8713500011248,Ontbijt,Zoet broodbeleg,1.89,1.73,0.16
Hertog Slagroomijs 900ml,8711327338357,Diepvries,Sundaes,3.59,3.29,0.3
